Date,User,Message
2020-07-13 19:44:20,"616 고구마잼","616 고구마잼님이 들어왔습니다."
2020-07-13 19:46:04,"1002/미라클","1002/미라클님이 들어왔습니다."
2020-07-13 19:46:42,"티라노","티라노님이 들어왔습니다."
2020-07-13 19:46:50,"718 / Oat 오트","718 / Oat 오트님이 나갔습니다."
2020-07-13 19:47:41,"오트밀사랑","오트밀사랑님이 들어왔습니다."
2020-07-13 19:47:46,"152/Hailey","우와!! 뉴리치님 감사합니다!!!!^^"
2020-07-13 19:48:14,"데이지데이지","데이지데이지님이 나갔습니다."
2020-07-13 19:49:29,"147 / 코바","147 / 코바님이 들어왔습니다."
2020-07-13 19:50:30,"GYO","GYO님이 들어왔습니다."
2020-07-13 19:51:12,"퍼플","퍼플님이 들어왔습니다."
2020-07-13 19:59:52,"사심상담/인나쌤","사심상담/인나쌤님이 들어왔습니다."
2020-07-13 20:01:52,"데일리","데일리님이 들어왔습니다."
2020-07-13 20:02:22,"홍수덕","홍수덕님이 들어왔습니다."
2020-07-13 20:02:32,"일사","하루만에 천명찍을기세네요
2~3일 뒤면 다들어올텐데 방터지는거 아닌가요..?"
2020-07-13 20:03:52,"Jur","Jur님이 들어왔습니다."
2020-07-13 20:03:57,"282/조덕호아카이브","가쯔아!"
2020-07-13 20:04:00,"282/조덕호아카이브","이모티콘"
2020-07-13 20:07:21,"김명호","김명호님이 들어왔습니다."
2020-07-13 20:07:55,"씨드모닝 - 가계부","씨드모닝 - 가계부님이 들어왔습니다."
2020-07-13 20:08:43,"286 / New Rich","이전 방에서 1065명 정도였고 이방은 1500명 까지 수용 가능해요 ^^"
2020-07-13 20:10:12,"1052/이즈","안녕하세요. 저도 사심상담을 받고 후기 남깁니다. :) 제 고민들을 사주+심리을 접목해 풀어주셨는데, 큰 도움이 되었습니다. 저의 성향과 심리를 저보다도 더 잘 파악하신 느낌이라 신기했어요 ㅎㅎ 추천드립니다!! 좋은 저녁 되세요 :) https://blog.naver.com/wisenous/222029436641"
2020-07-13 20:10:42,"tommy","tommy님이 나갔습니다."
2020-07-13 20:11:00,"tommy","tommy님이 들어왔습니다."
2020-07-13 20:11:16,"정후니","정후니님이 들어왔습니다."
2020-07-13 20:12:56,"tommy","안녕하세요 !! 아까 30대 사업방 ㅜㅜ 들어가려고했는데 링크가 사라졌네요 혹시 알고 계신분 있을까요~"
2020-07-13 20:13:43,"영가미","공지에 기재되어 있습니다 :)"
2020-07-13 20:14:03,"두파미너","두파미너님이 들어왔습니다."
2020-07-13 20:14:10,"239/비레밍","239/비레밍님이 들어왔습니다."
2020-07-13 20:14:29,"하잉"," 30대 사업가 모임 ‘MARKETFUL’
https://open.kakao.com/o/gZn0Lglc
입장코드 : 2548
"
2020-07-13 20:14:33,"tommy","잇 감사합니다^-^"
2020-07-13 20:15:04,"Claire","Claire님이 들어왔습니다."
2020-07-13 20:16:18,"일론머스국","일론머스국님이 들어왔습니다."
2020-07-13 20:18:49,"ㅁㅇㅅㅌ","ㅁㅇㅅㅌ님이 들어왔습니다."
2020-07-13 20:20:22,"501/민상현/혀니TV","어흨 ㅋㅋ 100명 다되어가네요"
2020-07-13 20:20:31,"501/민상현/혀니TV","30vs30 독서 배틀하면 개쩔겠다"
2020-07-13 20:20:33,"501/민상현/혀니TV","100만원빵하면"
2020-07-13 20:20:35,"단호박초이스","단호박초이스님이 들어왔습니다."
2020-07-13 20:20:37,"501/민상현/혀니TV","3000만원 vs 3000만원"
2020-07-13 20:20:42,"501/민상현/혀니TV","이모티콘"
2020-07-13 20:20:46,"501/민상현/혀니TV","ㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2020-07-13 20:21:29,"박예나","박예나님이 들어왔습니다."
2020-07-13 20:22:38,"286 / New Rich","맙소사 ㅋㅋㅋ"
2020-07-13 20:22:55,"501/민상현/혀니TV","둘다 안하면 돈은 자청님한테 주기로"
2020-07-13 20:22:58,"501/민상현/혀니TV","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2020-07-13 20:23:01,"단호박초이스","기존방은나가면되나요?"
2020-07-13 20:23:16,"조서영","조서영님이 나갔습니다."
2020-07-13 20:24:12,"할수있다","할수있다님이 들어왔습니다."
2020-07-13 20:24:16,"828/Diane","828/Diane님이 들어왔습니다."
2020-07-13 20:24:28,"286 / New Rich","넵"
2020-07-13 20:25:54,"단호박초이스","감사합니다ㅎ"
2020-07-13 20:27:35,"ㅎㅎ","ㅎㅎ님이 들어왔습니다."
2020-07-13 20:27:47,"사비노","사비노님이 들어왔습니다."
2020-07-13 20:30:08,"윤벨","윤벨님이 들어왔습니다."
2020-07-13 20:31:55,"345/변리사 패튼위드","345/변리사 패튼위드님이 들어왔습니다."
2020-07-13 20:34:20,"874닥치고 천만원","여기가 찐인가요ㅋ"
2020-07-13 20:34:24,"Hyerim kim","Hyerim kim님이 들어왔습니다."
2020-07-13 20:35:02,"874닥치고 천만원","신사임당님 책 나왔네요!"
2020-07-13 20:35:42,"현지","닥천님 오랜만이예요~ 잘지내셨어요~~?"
2020-07-13 20:35:54,"현지","아직 시골이신가요~~"
2020-07-13 20:36:48,"874닥치고 천만원","아 아직 판매는 아닌가봐요ㅜ"
2020-07-13 20:36:52,"874닥치고 천만원","저 어제 서울 왔어요"
2020-07-13 20:37:03,"874닥치고 천만원","아...오늘 서울의 인프라에 힐링 됬네여..."
2020-07-13 20:37:49,"현지","ㅎㅎ오 서울로 가셨군요~~"
2020-07-13 20:37:55,"874닥치고 천만원","어제 부모님이 시골 놀러오셔서"
2020-07-13 20:38:11,"874닥치고 천만원","한우 먹고 같이 올라왔어요 7~10일있다 다시 가요"
2020-07-13 20:38:37,"현지","아하 ㅎㅎ 무자본창업시작하셨어요~~~?><"
2020-07-13 20:38:58,"348/UC","348/UC님이 들어왔습니다."
2020-07-13 20:39:07,"874닥치고 천만원","저요?"
2020-07-13 20:39:09,"874닥치고 천만원","음"
2020-07-13 20:39:11,"현지","네~~"
2020-07-13 20:39:12,"동서남북937","동서남북937님이 들어왔습니다."
2020-07-13 20:39:15,"현지","닥천님이요 ㅎㅎ"
2020-07-13 20:39:21,"디안 [Dian]","디안 [Dian]님이 들어왔습니다."
2020-07-13 20:39:32,"현지","안녕하세요 여러분들~"
2020-07-13 20:39:32,"874닥치고 천만원","로고 크몽 승인 아직 안나서요ㅜ"
2020-07-13 20:39:46,"874닥치고 천만원","사이트 만들고 인스타랑 페북 고ㅓㅏㅇ고 돌릴까 고민중"
2020-07-13 20:40:27,"현지","오호 광고~"
2020-07-13 20:41:21,"286 / New Rich","아마 사전 판매 할 것 같은데"
2020-07-13 20:41:38,"286 / New Rich","닥천님 잘 진행 되고 계신가요~?"
2020-07-13 20:41:48,"874닥치고 천만원","흠,...ㅋ"
2020-07-13 20:42:20,"장지희","장지희님이 들어왔습니다."
2020-07-13 20:42:32,"874닥치고 천만원","제가 게을러서ㅜㅜ 아직 질못하고 있어요"
2020-07-13 20:43:16,"현지","응하 저도 그래여, 그런데 발등에 불이 붙을려고 그래서"
2020-07-13 20:43:27,"승리파파 / 단하우스","승리파파 / 단하우스님이 들어왔습니다."
2020-07-13 20:43:50,"gk","gk님이 들어왔습니다."
2020-07-13 20:43:58,"874닥치고 천만원","ㅎㅎ요즘 무기력 게으름증에 걸려있어서ㅜㅜ"
2020-07-13 20:44:01,"현지","아직은 아뜨아뜨 아닌데 시간은 빠르기에...."
2020-07-13 20:44:05,"874닥치고 천만원","오늘부터 다시 해보려그여"
2020-07-13 20:44:15,"최철주","최철주님이 들어왔습니다."
2020-07-13 20:44:16,"현지","ㅠ!ㅠ"
2020-07-13 20:44:20,"874닥치고 천만원","빠샤"
2020-07-13 20:44:23,"현지","안녕하세여 다들~"
2020-07-13 20:44:36,"최철주","안녕하세요 강의듣고 들어왔어요 반갑습니다~"
2020-07-13 20:44:56,"현지","넹... 빠샤.<"
2020-07-13 20:46:56,"10대유튜버매니저","크몽 이나 탈잉 숨고 등은 기본으로 하는 경우가 많으시져??"
2020-07-13 20:48:01,"286 / New Rich","파이티잉에요~"
2020-07-13 20:48:06,"리치패턴","리치패턴님이 들어왔습니다."
2020-07-13 20:48:13,"ㅁㅇㅅㅌ","안녕하세요 블로그 글 보고 들어왔습니다. 잘 부탁드려요 ㅎㅎ"
2020-07-13 20:48:19,"286 / New Rich","무조건 해야한다기 보다 본인에게 적합하거나 잘 맞는 플랫폼 선택 하시면 됩니다."
2020-07-13 20:49:01,"344 / 다른 수필, 최기현","https://www.instagram.com/p/CClKYd_hEOM/"
2020-07-13 20:49:08,"344 / 다른 수필, 최기현","오늘 하루도 고생하셨어요요 ㅎㅎ"
2020-07-13 20:49:58,"이재철","이재철님이 들어왔습니다."
2020-07-13 20:59:08,"우두머리수컷","우두머리수컷님이 들어왔습니다."
2020-07-13 20:59:19,"태욱","태욱님이 들어왔습니다."
2020-07-13 20:59:28,"펭귄씨","펭귄씨님이 들어왔습니다."
2020-07-13 20:59:56,"습관실천가 지구","습관실천가 지구님이 들어왔습니다."
2020-07-13 20:59:57,"구름동동","구름동동님이 들어왔습니다."
2020-07-13 21:00:13,"습관실천가 지구","습관실천가 지구님이 나갔습니다."
2020-07-13 21:00:38,"뉴케미아","오늘 리섭님이 독서에 관련된 한번쯤 필요한 말을 다시 얘기해주쎳네요 요약해봤습니다~ 
https://www.instagram.com/p/CClNjqmBTRl/?utm_source=ig_web_copy_link"
2020-07-13 21:01:00,"ㄱㄴ","ㄱㄴ님이 들어왔습니다."
2020-07-13 21:01:08,"습관실천가 지구","습관실천가 지구님이 들어왔습니다."
2020-07-13 21:02:30,"나노","나노님이 들어왔습니다."
2020-07-13 21:02:36,"나노","나노님이 나갔습니다."
2020-07-13 21:03:01,"나노","나노님이 들어왔습니다."
2020-07-13 21:05:54,"477 / 생각줄이기","477 / 생각줄이기님이 들어왔습니다."
2020-07-13 21:05:55,"포스트웰","포스트웰님이 들어왔습니다."
2020-07-13 21:06:05,"바람지기","바람지기님이 들어왔습니다."
2020-07-13 21:07:13,"포스트웰","안녕하세요."
2020-07-13 21:07:43,"바람지기","네 안녕하세요"
2020-07-13 21:07:56,"monica","와~~~ 1000명 가즈아~~~"
2020-07-13 21:09:00,"g8","g8님이 들어왔습니다."
2020-07-13 21:09:45,"쉐어마스터","쉐어마스터님이 들어왔습니다."
2020-07-13 21:10:46,"윤벨","안녕하세요 반갑습니다!"
2020-07-13 21:10:53,"쉐어마스터","안녕하세요 😄"
2020-07-13 21:11:13,"윤벨","이모티콘"
2020-07-13 21:11:33,"펭귄씨","반가워용!"
2020-07-13 21:12:20,"글로리치","반갑습니다 잘 부탁드립니다!!"
2020-07-13 21:12:34,"전태완","전태완님이 들어왔습니다."
2020-07-13 21:12:37,"윤벨","저도 잘부탁드립니다 ^^"
2020-07-13 21:13:28,"R","R님이 들어왔습니다."
2020-07-13 21:14:46,"박여사","박여사님이 들어왔습니다."
2020-07-13 21:14:55,"포스트웰","안녕하세요 
여기계시는 분들은 대부분 블로그 하실텐데
혹시 모르시는 분들 계실까봐
저도 유튜브에서 찾은 팁인데
공유하려합니다.
키워드 도구처럼 키워드찾을때 쓰는것이고
키워드 검색후 누르기만 하면 뜹니다.
 
javascript: function naver_keycnt()%7B var head = document.getElementsByTagName('head')[0]; var jScript ; jScript = document.createElement('script'); jScript.language = 'javascript'; jScript.src = 'https://www.ryo.co.kr/asset/bookmarklet/naver_keycnt.js'; jScript.type = 'text/javascript'; head.appendChild(jScript); %7D naver_keycnt();"
2020-07-13 21:14:58,"포스트웰","사진"
2020-07-13 21:15:16,"포스트웰","포토샵..을 잘 못해서 허접하지만 도움이 됬으면 합니다."
2020-07-13 21:15:35,"포스트웰","연관검색어에도 다 적용됩니다."
2020-07-13 21:16:36,"쉐어마스터","안녕하세요. 클래스101에 쉐어하우스 투잡강의 오픈을 앞두고 있는 쉐어마스터입니다 :)
 
블로그 만든지 얼마 안되었는데,
제 블로그 놀러오셔서 정보공유해요 (씨익)
 
https://m.blog.naver.com/ms_jung0516/222029931022"
2020-07-13 21:16:37,"깜냥까망","깜냥까망님이 들어왔습니다."
2020-07-13 21:18:34,"16/메가히트","16/메가히트님이 들어왔습니다."
2020-07-13 21:21:11,"반하니","반하니님이 들어왔습니다."
2020-07-13 21:22:02,"#비건희","#비건희님이 들어왔습니다."
2020-07-13 21:22:03,"632/부티클리안","632/부티클리안님이 들어왔습니다."
2020-07-13 21:22:10,"248 골든보이의 리치스쿨","248 골든보이의 리치스쿨님이 들어왔습니다."
2020-07-13 21:22:16,"823/깡희","823/깡희님이 들어왔습니다."
2020-07-13 21:24:22,"22충주","22충주님이 들어왔습니다."
2020-07-13 21:25:17,"와이즈코멧","금방 900명 되었네요"
2020-07-13 21:25:21,"와이즈코멧","이모티콘"
2020-07-13 21:25:28,"청년창업가","청년창업가님이 들어왔습니다."
2020-07-13 21:26:41,"이재준","이재준님이 들어왔습니다."
2020-07-13 21:28:12,"Zoe 9","Zoe 9님이 들어왔습니다."
2020-07-13 21:28:28,"Zoe 9","안녕하세요, 반갑습니다.^^"
2020-07-13 21:28:46,"이창현","이창현님이 들어왔습니다."
2020-07-13 21:30:22,"슈퍼멘티","슈퍼멘티님이 들어왔습니다."
2020-07-13 21:30:57,"이중생활","이중생활님이 들어왔습니다."
2020-07-13 21:31:04,"321-ma","321-ma님이 들어왔습니다."
2020-07-13 21:32:19,"카시안","카시안님이 들어왔습니다."
2020-07-13 21:32:28,"안성환","안성환님이 들어왔습니다."
2020-07-13 21:32:59,"24자린이","안녕하세요 ㅎㅎ
어제 자청님을 알게된 자청님+어린이=자린이 입니다.
블로그 만들기 바로 실천했는데 여기에 URL 올려서 피드백 받아도 되는지 궁금합니다 ㅎㅎ"
2020-07-13 21:33:36,"호균","호균님이 들어왔습니다."
2020-07-13 21:34:17,"moonasd","moonasd님이 들어왔습니다."
2020-07-13 21:34:35,"259/달리99","259/달리99님이 들어왔습니다."
2020-07-13 21:35:31,"🙏🏻","🙏🏻님이 들어왔습니다."
2020-07-13 21:35:54,"마음사용설명서/Philip Yoo","혹시 연간급여 (월고정급여*12) + 연간상여총액 와 비고정적 제수당에 대해서 알려주실분 계실까요? 이직을 준비하고있는데 이력서에 기입란이 너무 어렵네요....;;"
2020-07-13 21:38:01,"504 / 성공한빛","504 / 성공한빛님이 들어왔습니다."
2020-07-13 21:40:32,"d","d님이 들어왔습니다."
2020-07-13 21:41:02,"꼬꼬마","연간 급여는 평달 기본연봉을 말하는 것 같네요. 상여금은 3.6.9.12월에 주가로 나오는 급여나 성과급처럼 일년에 한번 일시로 주는 급여같습니다. 수당은 회사 복지 제도에 따라 다른데 자격증이나 직책자에게 지급되는 별도 수당을 말합니다."
2020-07-13 21:41:22,"김태욱","김태욱님이 들어왔습니다."
2020-07-13 21:43:05,"랑사","랑사님이 들어왔습니다."
2020-07-13 21:44:08,"마음사용설명서/Philip Yoo","그럼 연간급여에는 기본급 *12 한 금액에 연간상여금 금액을 더한 금액을 쓰면 맞는거지요 ? 연봉금액보다 적게 나오는것이 맞는건지 헷갈려서요.. 허허;;"
2020-07-13 21:46:51,"718 / Oat 오트","718 / Oat 오트님이 들어왔습니다."
2020-07-13 21:46:52,"돌돌이","돌돌이님이 나갔습니다."
2020-07-13 21:49:54,"152/Hailey","^^ 맥락과 맞지 않지만
열정은 쓰레기다 기다리신 분들 있으신가요"
2020-07-13 21:50:02,"152/Hailey","사진"
2020-07-13 21:50:07,"파인","파인님이 들어왔습니다."
2020-07-13 21:50:09,"영준","영준님이 들어왔습니다."
2020-07-13 21:50:15,"152/Hailey","내일 개정판이 나온다고해요! 참고하세요!"
2020-07-13 21:51:22,"김희애","이모티콘"
2020-07-13 21:51:28,"김희애","감사해요!!"
2020-07-13 21:51:53,"황호조","황호조님이 들어왔습니다."
2020-07-13 21:53:29,"대장","대장님이 들어왔습니다."
2020-07-13 21:54:47,"김희찬","오오오"
2020-07-13 21:55:02,"브랜센도","감사합니다1!!!!"
2020-07-13 21:56:07,"알카포네","알카포네님이 들어왔습니다."
2020-07-13 21:56:12,"병아리","감사합니다!!!기다렸어요ㅠ"
2020-07-13 21:56:14,"자청(찐)","크크 제 구독자분이 출판업하시는데, 제가 책리뷰한거 보고 협업으로 출판하자고 하시더라구요"
2020-07-13 21:56:22,"자청(찐)","그래서 재출간됩니다!"
2020-07-13 21:56:51,"병아리","이모티콘"
2020-07-13 21:56:59,"344 / 다른 수필, 최기현","오우..."
2020-07-13 21:57:06,"Danielgoods","오~~~~베스트"
2020-07-13 21:59:28,"정성욱","열정쓰레기 개정판인가보네요 와우~!"
2020-07-13 21:59:47,"394/에디","이모티콘"
2020-07-13 21:59:55,"g8","이모티콘"
2020-07-13 22:00:27,"브랜딩고 조멘","개인적으로 정말 좋아하는 책 ㅎㅎ.. 꼭 읽어보세요!"
2020-07-13 22:01:50,"훈","훈님이 들어왔습니다."
2020-07-13 22:02:13,"504 / 성공한빛","혹시 자청님 추천책목록 볼수 있는곳 어딘지 아시는분 계시나요??"
2020-07-13 22:03:36,"monica","사진"
2020-07-13 22:03:36,"monica","겟"
2020-07-13 22:03:57,"monica","이모티콘"
2020-07-13 22:04:45,"152/Hailey","와 역시! 그런거였군요^^"
2020-07-13 22:04:54,"Zoe 9","오호~! 감사합니다^^"
2020-07-13 22:05:04,"노마드리더","https://blog.naver.com/rkdsoddlv/221852390298

https://blog.naver.com/rkdsoddlv/221867413100"
2020-07-13 22:05:07,"크레용스튜","크레용스튜님이 들어왔습니다."
2020-07-13 22:05:08,"콩자","콩자님이 들어왔습니다."
2020-07-13 22:05:09,"노마드리더","이분이 정리 잘 해주셨더라구요"
2020-07-13 22:06:06,"샬롯","샬롯님이 들어왔습니다."
2020-07-13 22:06:27,"뉴케미아","사진"
2020-07-13 22:06:29,"뉴케미아","엇 ㅋㅋㅋ저왜 이거 있죠 ㅋㅋ"
2020-07-13 22:06:56,"지아이","이거 제가 쓴거에욤ㅎㅎ"
2020-07-13 22:07:01,"뉴케미아","ㅋㅋ읽지는 못햇네요"
2020-07-13 22:07:19,"지아이","열정은 쓰레기다 재출간 완전 좋네요.!"
2020-07-13 22:07:37,"노마드리더","엇 지아이님 ㅎㅎ 여기계셧네요! 반가워요"
2020-07-13 22:07:50,"지아이","넵 반갑습니다!"
2020-07-13 22:08:00,"지아이","이모티콘"
2020-07-13 22:08:06,"노마드리더","서로이웃 신청해도 될까요?"
2020-07-13 22:08:17,"지아이","물론이죵 ^^♡"
2020-07-13 22:10:19,"노마드리더","서로이웃 신청했습니다! 감사합니다 ㅎ"
2020-07-13 22:10:40,"마기스터 에밀","마기스터 에밀님이 들어왔습니다."
2020-07-13 22:11:39,"지아이","네! 수락했어요 ㅎㅎ"
2020-07-13 22:11:55,"태봉이","태봉이님이 들어왔습니다."
2020-07-13 22:12:04,"최필터","열정은 쓰레기다 리디셀렉트에  풀려서 읽었는데..! 한 번 찾아보세요"
2020-07-13 22:12:41,"이동욱","이동욱님이 들어왔습니다."
2020-07-13 22:13:05,"아이콘","사진"
2020-07-13 22:13:36,"아이콘","이거군요.. 익숙해서 책장보니 있음 ㅋㅋ"
2020-07-13 22:13:40,"이정수","이정수님이 들어왔습니다."
2020-07-13 22:15:01,"후캔두댓 김아빠","와우 열정은 개쓰레기다 읽고 싶었는데 좋은 정보입니다. ㅎ"
2020-07-13 22:15:39,"영가미","https://www.notion.so/0ed1d4568e394e06a99e4fa9e00699ac"
2020-07-13 22:16:41,"344 / 다른 수필, 최기현","오우..."
2020-07-13 22:16:43,"쉐이빙폼","개쓰레기다 ㅋㅋㅋㅋㅋㅋ"
2020-07-13 22:16:47,"정성욱","이책 중고로 7만원이였던가요"
2020-07-13 22:17:44,"후캔두댓 김아빠","귯귯 기대됩니다."
2020-07-13 22:18:07,"와이즈코멧","개쓰레기다ㅋㅋㅋㅋ"
2020-07-13 22:18:09,"에디","ㅋㅋㅋㅋㅋ"
2020-07-13 22:18:11,"686/G1589","바로"
2020-07-13 22:18:11,"에디","아웃겨"
2020-07-13 22:18:15,"송","송님이 들어왔습니다."
2020-07-13 22:18:15,"노마드리더","ㅋㅋㅋㅋㅋ"
2020-07-13 22:18:17,"686/G1589","책 주문 완료"
2020-07-13 22:18:18,"라이프 스타","와아~중고로 7만"
2020-07-13 22:18:54,"문근영오빠문근육","제주시에 계시면 책'열정은쓰레기다' 심리학용어  찾은거 공유해드려요(용어 찾는데 도서관에 한 달은 있었던 것 같아요ㄷㄷ)"
